text,label,category,language,tone,obfuscation,urgency,source_seed_id
Notis: Masjid kampung kami memerlukan dana segera untok kerja-kerja renovasi. Anggaran kos <RM_AMOUNT>. Sumbangan ikhlas anda amat dihargai. Hantar ke <BANK_NAME> (rujuk <URL>). Pengesahan OTP <OTP> diperlukan untok setiap transaksi.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
ALERT: U g0t RM<RM_AMOUNT> Bantuan Kerajaan! Kl1k <URL> t0 claim skrg or 1t's g0ne lah!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
MySejahtera s3l3ct y0u f0r Sumbangan Asas Rahmah RM<RM_AMOUNT>! Tuntutan e-Tunai at <URL>. Cepat!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
P3nt1ng: Y0ur Bantuan Kerajaan RM<RM_AMOUNT> need act1on! V3rify @ <URL> lps tu MySejahtera. Jgn tggu!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Last chance! Tuntutan e-Tunai RM<RM_AMOUNT> dr MySejahtera akan Expire! Kl1k <URL> or l0st d1s money lah.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"WARNING: Y0ur IC eligible RM<RM_AMOUNT> Bantuan STR! Pr0cess d1 <URL> now, f0rfeit if n0t lah.",scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Segera! Bantuan Kerajaan RM<RM_AMOUNT> utk y0u. Claim via MySejahtera at <URL> b3f0re p0l1s take action!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Y0u've w0n RM<RM_AMOUNT> e-Tunai Bantuan! MySejahtera verify need, kl1k <URL> skrg jugak or l0st!",scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Sumbangan Asas Rahmah RM<RM_AMOUNT> ready t0 b3 claimed! Tuntutan e-Tunai @ <URL>. Jgn lpskan d1s chance!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
MySejahtera n0tice: Bantuan Kerajaan RM<RM_AMOUNT> approved. Kl1k <URL> f0r e-wallet transfer. Cepat!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
ALERT: P3nding RM<RM_AMOUNT> Bantuan STR f0r y0u. Kl1k <URL> t0 av0id f0rfeiture. Act now lah!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Urgent! Y0ur Bantuan Kerajaan RM<RM_AMOUNT> w1ll b3 cancelled. Tuntutan e-Tunai via MySejahtera: <URL> sblm terlambat.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
MySejahtera last call! Sumbangan Asas Rahmah RM<RM_AMOUNT> tggu u. Kl1k <URL> immediately or l0se lah.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"RM<RM_AMOUNT> Bantuan STR from MySejahtera! Kl1k <URL> f0r e-wallet pr0cess. Dont miss th1s chance, kan?",scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
KERAJAAN n0tice: Y0u g0t RM<RM_AMOUNT> Bantuan! Tuntutan e-Tunai. Kl1k <URL> skrg!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"P3nt1ng! MySejahtera acc needs update t0 claim RM<RM_AMOUNT> Bantuan Kerajaan. Kl1k <URL> n0w, jgn lengah lah.",scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
ATTENTION: Y0ur Sumbangan Asas Rahmah RM<RM_AMOUNT> is pending. Kl1k <URL> t0 c0mplete tuntutan e-Tunai.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
FINAL REMINDER: RM<RM_AMOUNT> Bantuan STR await y0u! MySejahtera req. Kl1k <URL> or fund w1ll b3 l0st. Cepat sikit!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Don't miss out! Bantuan Kerajaan RM<RM_AMOUNT> f0r y0u. Kl1k <URL> and claim via MySejahtera. Act n0w meh.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
P0l1s warning: Y0u've n0t claimed y0ur e-Tunai Bantuan RM<RM_AMOUNT>! Pr0cess d1 <URL> immediately t0 av0id issues.,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
MySejahtera n0tification: RM<RM_AMOUNT> Sumbangan Asas Rahmah f0r y0u. Kl1k <URL> t0 pr0cess tuntutan. Jgn lambat!,scam,Govt_Aid_Scam,Manglish,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"W0w! J&T ada P4rc3l Spesial utk b0ssku! Tapi, aduhai alamat mcm x btol je. Ada barang n1la1 dlm tu tau! Cpt update alamat kt <URL> skrg jgk, jgn smpai terlepas hadiah misteri ni! Konfem puas hati, cepat sblm h1lang!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Pos Laju: H3bat! Barang awk dh smpai! Tapi nk kene bayar redelivery fee RM<RM_AMOUNT> je. Ni parcel penting tau, jgn biarkan tertahan lama-lama. Klik sini <URL> utk settle & dptkan diskaun next delivery! Rugi klu lambat!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"DHL: Surprise! Ada parcel eksklusif utk anda! Tapi barang tertahan sbb cukai je. Jgn risau, bkn mahal pun, cuma RM<RM_AMOUNT>. Cpt lunaskan di <URL> skrg. Ini bukan biasa-biasa punya barang, mesti ada hadiah v1p!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Parcel anda di pusat pengedaran kami! Adakah ini parcel yg anda nanti-nantikan? Cpt semak status & sahkan alamat anda di <URL>. Ada bonus menanti sbb anda penerima terpilih! Jangan lepaskan peluang emas ini!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
J&T Express: ALERT! Parcel anda xleh dihantar sbb alamat x lengkap! Cepat gila klik <URL> utk update details. Ada hadiah istimewa menanti bila parcel berjaya dihantar! Rugi klu x claim skrg!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"WOW! Pos Laju ada barang terindah utk anda! Tapi kene bayar fee RM<RM_AMOUNT> utk pelepasan kastam. Jangan risau, ini parcel bertuah! Cepat buat pembayaran di <URL> utk dptkan hadiah kejutan dlm masa 24 jam!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"DHL: Tahniah! Parcel anda dah sampai! Tapi kene sahkan maklumat dulu kat <URL> utk elak masalah. Ada special gift dlm ni tau! Jgn biarkan barang berharga ni tersimpan lama-lama, cepat bertindak!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Anda ada parcel XTRA BESAR menunggu! Tapi kene bayar sikit je charge simpanan RM<RM_AMOUNT>. Klik <URL> & settlekan payment utk dptkan bonus misteri. Ni bukan barang biasa, mesti ada kejutan menarik!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"J&T: Urgent! Parcel anda x dpt dihantar sbb nombor <PHONE> x aktif! Cpt update nombor baru kat <URL> utk dptkan parcel anda & voucher diskaun penghantaran seterusnya! Jgn miss peluang ni, barang panas ni!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Pos Laju: Ada parcel LIMITED EDITION utk anda! Tapi alamat salah sikit. Cpt klik <URL> utk betulkan. Anda akan dpt special thanks gift sbb bertindak pantas! Jangan buang masa, barang ni cpt sold out!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
DHL: Kami ada b3r1ta baik! Parcel anda dah tiba! Tapi ada sikit caj pengurusan RM<RM_AMOUNT>. Cpt settle di <URL> & dptkan peluang utk menang hadiah lumayan dari kami. Ni peluang keemasan b0ssku!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Perhatian! Ada p4rc3l H0T utk anda! Status 'tertahan' sbb perlu pengesahan. Cpt klik <URL> utk complete verification. Kami ada bonus kejutan utk setiap pengesahan yg berjaya! Cepat, masa terhad!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
J&T: Ini peluang terakhir! Parcel anda hampir dipulangkan! Cpt kemaskini alamat kat <URL> sebelum terlambat. Ada free gift eksklusif menanti bila parcel anda sampai! Jgn biarkan barang berharga ni pulang!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Pos Laju: Woohoo! Parcel anda dah sedia utk penghantaran! Tapi ada bayaran penghantaran tertunggak RM<RM_AMOUNT>. Bayar je kat <URL> & dptkan free shipping utk next 3 parcel. Untung gila b0ssku!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"DHL: Ada barang 5-star utk anda! Tapi perlu sahkan identiti di <URL> dgn <OTP> code. Jgn risau, ni utk keselamatan barang bernilai tinggi anda. Cpt, jgn biarkan peluang dpt barang mewah ni terlepas!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Heboh! Parcel anda kini 'On H0ld'! Ada masalah dgn label penghantaran. Cpt klik <URL> utk betulkan & claim hadiah kesabaran anda! Ni bukan main-main, barang dlm tu memang kaw kaw best!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
J&T: Delivery Failed! Tapi jgn sedih! Ini sebenarnya peluang utk dptkan free upgrade delivery service. Cpt reschedule di <URL>. Ada voucher diskaun 50% utk shopping online menanti anda! Cepat sblm tamat!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Pos Laju: Tahniah! Anda ada parcel misteri menunggu! Tapi kene bayar caj pemprosesan RM<RM_AMOUNT> je. Klik <URL> & selesaikan. Dlm tu ada hadiah bernilai ribu-ribu tau! Jgn biarkan peluang ni berlalu pergi!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
DHL: Wow! Ada barang import utk anda! Tapi perlu settlekan cukai import RM<RM_AMOUNT>. Cepat ke <URL> utk bayar & dptkan free gift dari jenama antarabangsa. Ini peluang emas utk dptkan barang rare!,scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"Perhatian! Parcel anda dh smpai di pusat pungutan, tapi alamat x padan! Cepat klik <URL> utk kemaskini. Ada kejutan BESAR dlm parcel ni. Jgn sampai org lain amik dulu, ini memang rezeki b0ssku!",scam,Parcel_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
AMARAN KECEMASAN! Tabung trbakar tahfiz <BANK_NAME> prlukan RM1500. Gagal sumbang akn didedahkan. Hantar ke <PHONE> skrg!,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
NOTIS SERIUS: Yuran anK yatim trtunggak RM2000. Sumbang sblm <DATE> ke <URL> atau tindakan undang2 akn diambil.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"URGENT! Sy trhilang dompet & IC, prlukan RM500 u/ pulang. Jika tak, saya akn report polis. Transfer ke <BANK_NAME> skrg.",scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
BANTUAN SEGERA! Kslitan kewangan kritikal. Dana u/ pembedahan anK trus berkurang. Transfer RM10K ke <BANK_NAME> di <URL> atau nyawa melayang!,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
PERINGATAN AKHIR! Sumbangan derma kilat RM300 u/ mangsa banjir WAJIB. Jgn ingkar. Selesaikan di <URL> sblm <DATE>.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Mesej Pntg: Rekod menunjukkan anda blm mlakukan derma amal. Ini bkn pilihan. Sila selesaikan RM250 via <URL> atau kami akn dedahkn.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"MAKLUMAN SEGERA: Akibat kesilapan anda, RM5000 dana anK yatim lesap. Anda diarah ganti rugi ke <BANK_NAME> sblm <DATE> atau berdepan mahkamah.",scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
KECEMASAN: Kumpulan kami prlukan RM800 utk makanan anK yatim hari ini. Jgn abaikan. Sumbang di <URL> atau mreka kelaparan.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
PENTING! Dikesan anda tlh menerima manfaat dr tabung kebajikan. Balas budi dgn derma RM100 ke <BANK_NAME> sblm <DATE>. Gagal: blacklist.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
AMARAN: Polis akan siasat jika anda gagal sumbang RM200 kpd tabung kebajikan polis di <URL>. Bukti derma diperlukan sblm <DATE>.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
DERMA KILAT: Yuran sekolah tahfiz trpaksa dinaikkan. Sumbangan RM_AM0UNT diperlukan segera. Hubungi <PHONE> atau kunjungi <URL>. Jgn tunda.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"NOTIS: Status kewangan anda diperiksa. Jika tiada derma <RM_AMOUNT> utk misi kemanusiaan di <URL>, akaun anda akn disekat smentara.",scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
"URGENT! Keluarga malang hilang rumah, prlukan RM700 utk atap. Sumbangan anda wajib. Hantar ke <BANK_NAME> atau hubungi <PHONE>.",scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
PENGUMUMAN! Tabung pendidikan anK miskin trjejas. Anda diwajibkan mnderma RM350 melalui <URL>. Gagal? Tindakan lanjut menanti.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Makluman: Kami tahu anda mampu. Derma RM150 kpd pusat perlindungan haiwan trbiar di <URL> atau kmi akn sebarkan nama anda.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
AMARAN BANK NEGARA: Akaun anda dikaitkan dgn penyelewengan dana derma. Sila jelaskan RM1K kpd <BANK_NAME> di <URL> utk elak beku.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
BANTUAN SEGERA DIPERLUKAN! Wad pesakit kronik prlukan <RM_AMOUNT> utk ubat-ubatan. Sumbang di <URL>. Setiap saat pntg!,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
PERHATIAN! Terdapat aduan anda mungkir janji derma <RM_AMOUNT> kpd NGO tempatan. Selesaikan sblm <DATE> di <URL> atau berdepan akibat.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
KECEMASAN ANK YATIM: RM_AM0UNT diperlukan utk bekalan makanan esok! Jgn biar mreka kelaparan. Hantar ke <PHONE> dgn segera.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
AKHIR! Anda mempunyai tanggungjawab sosial. Sumbang RM400 kpd pembangunan komuniti di <URL>. Gagal: Rekod buruk akn direkodkan.,scam,Charity_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),"Leetspeak (u w0n pr1ze, RM1OOO)",High,7
Peluang eksklusif! ✨ Sertai program kami untuk menjana pendapatan pasif bulanan yang lumayan. Hanya dengan 'menyewakan akaun bank' anda kepada kami. Keterangan lanjut di l.i.n.k ini: <URL>. Sila W.h.a.t.s.A.p.p kami di <PHONE> untuk pertanyaan lanjut.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Salam sejahtera. Kami mempelawa anda untuk mengambil bahagian dalam projek khas kami. Dapatkan bayaran tetap sehingga <RM_AMOUNT> sebulan hanya dengan membenarkan penggunaan akaun bank anda. Hubungi talian W.h.a.t.s.A.p.p kami di <PHONE> atau layari pautan ini: <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Adakah anda ingin menambah sumber pendapatan tanpa perlu bersusah payah? Kami menawarkan skim 'sewaan akaun bank' dengan ganjaran yang menarik. Hanya perlukan kad ATM anda. Sertai saluran Telegram kami sekarang: <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
"Notis penting! Pihak kami sedang mencari individu yang sudi 'menyewakan' akaun bank aktif mereka, terutamanya akaun Maybank atau CIMB, untuk tujuan transaksi perniagaan. Pulangan bulanan dijamin. Maklumat di W.h.a.t.s.A.p.p <PHONE>.",scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Anda memiliki akaun bank yang jarang digunakan? Jadikan ia aset berharga! Kami sedia membayar anda setiap bulan untuk 'penggunaan akaun' tersebut. Klik l_i_n_k ini untuk daftar minat: <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
Peluang kerjaya fleksibel! 🤩 Kami memerlukan individu untuk 'menguruskan' aliran dana perniagaan kami melalui akaun bank peribadi anda. Dapatkan komisen dan bayaran bulanan. Sertai kumpulan kami di <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Hai kawan! Pernah terfikir untuk menjana duit dengan mudah? Saya ada tawaran istimewa untuk 'meminjam' akaun bank anda. Jaminan bayaran lumayan. Mesej saya di <PHONE> atau sertai group W.h.a.t.s.A.p.p kami <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
"Pengumuman rasmi: Program 'Sewa Akaun Bank' kini dibuka untuk rakyat Malaysia! Dapatkan pendapatan pasif tanpa risiko. Untuk pendaftaran dan penerangan, sila lawati <URL> atau hubungi <PHONE>.",scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Kami mencari individu yang serius ingin menambah pendapatan! Tawaran 'sewaan akaun bank' dengan ganjaran sehingga <RM_AMOUNT> sebulan. Sertai sesi taklimat percuma kami di <URL> (Sila guna browser luaran).,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Jangan lepaskan peluang keemasan ini! Kami menawarkan bayaran menarik untuk 'pinjaman akaun bank' anda. Ini adalah cara mudah untuk menjana pendapatan tambahan. Hubungi kami segera di W.h.a.t.s.A.p.p <PHONE>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
"Selamat datang ke kumpulan kami! 💰 Jika anda berminat untuk menjana keuntungan tanpa modal, kami ada solusi: 'menyewakan' akaun bank anda. Dapatkan butiran penuh di L I N K ini: <URL>.",scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
"Perhatian! Kami memerlukan bantuan anda untuk transaksi kewangan antarabangsa. Sebagai balasan, kami akan membayar anda 'sewa akaun' yang lumayan setiap bulan. PM kami di <PHONE> untuk maklumat lanjut.",scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Jana pendapatan sampingan dari rumah! 🏡 Kami mencari individu untuk 'menggunakan' akaun bank mereka bagi tujuan perniagaan kami. Tawaran bonus pendaftaran untuk ahli baharu. Daftar di <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Anda dijemput menyertai projek 'Pendapatan Pasif Mega'! Kami memerlukan akaun bank aktif untuk pengembangan perniagaan kami. Pulangan sehingga <RM_AMOUNT> bulanan. Sila klik pautan ini: <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Pihak kami menawarkan peluang unik untuk anda 'menyewakan' kemudahan akaun bank anda. Ini adalah kaedah selamat dan berkesan untuk menjana pendapatan tanpa perlu bekerja. W.h.a.t.s.A.p.p <PHONE>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
Jangan biarkan akaun bank anda kosong! Kami ada tawaran menarik untuk 'menggunakan' akaun anda sebagai 'pemegang amanah' sementara. Bayaran bulanan dijamin. Hubungi kami di <PHONE>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
Tawaran Terhad! Jadilah antara 50 individu terawal untuk 'menyewakan akaun bank' anda dan terima bayaran permulaan segera. Maklumat lengkap di L ink ini: <URL>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
Anda mempunyai akaun bank dari mana-mana institusi kewangan tempatan? Kami memerlukan khidmat 'penggunaan akaun' anda dengan bayaran bulanan yang kompetitif. Sila layari <URL> untuk maklumat lanjut.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Medium,11
Salam mesra! 👋 Sedang mencari jalan untuk menjana pendapatan tambahan? Kami ada peluang 'sewaan akaun' yang mudah dan cepat. Dapatkan bayaran sehingga <RM_AMOUNT> dengan segera. W.h.a.t.s.A.p.p kami di <PHONE>.,scam,Mule_Account,Bahasa Melayu,Pitiful/Desperate (Charity/Lost Wallet),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",High,11
