benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Educational_Info,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,Clean (Perfect grammar),SMS (Short <160 chars),"Salam sejahtera,
NamaSaya,
TamanDesa,
Jalan JalanJalan,
KawasanKawasan,
KualaLumpur, 

Pertanyaan: 
1. Apakah jenis data yang disediakan kepada anda?
2. Apakah jenama atau organisasi yang saya perlukan untuk mencipta mesej?
3. Saya mempunyai maklumat peribadi seperti NamaSaya, Jalan JalanJalan, KedaiKedai, KedaiKedai, dan KuasaKuasa.
4. Saya mempunyai maklumat tentang lokasi seperti KualaLumpurKualaLumpur, JalanJalanJalan, KedaiKedai, dan KuasaKuasa.
5. Jumlah wang yang saya gun",benign,SeaLLM-v3-1.5B-Chat,83,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","""Mohon maaf, kita telah mendapatkan maklumat bahawa anda telah membeli<span><b><u>1</u></b> ikan. Mohon berikan perhatian kepada harga pengejaan untuk ikan tersebut. Terima kasih.""",benign,SeaLLM-v3-1.5B-Chat,12,Medium
Charity_Donation,English (Malaysian Standard),Professional/Formal,Clean (Perfect grammar),Telegram (Group invite style),"Kita telah memilih anda sebagai salah satu pembelanja yang layak. Terima kasih telah membantu mengeratkan hubungan kita.

Hadirlah untuk menerima bantuan binaan dan sokongan untuk kesejahteraan kita:

[Telegram Link](https://t.me/ggxxx) 

[WhatsApp Number](+60123456789)

\[URL\]

\[PHONE\]

\[RM\_AMOUNT\]

\[OTP\]

Pada 29 Oktober 2023, kita akan mengadakan acara besar untuk menyokong kesejahteraan kita.

Untuk mendaftar, klik [this link](https://t.me/ggxxx).

Berikut adalah beberapa langkah yang perlu dilakukan:
1. Tambahkan diri anda sebagai 'Pemb",benign,SeaLLM-v3-1.5B-Chat,34,Low
Charity_Donation,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
UwU <URL> <PHONE> <RM_AMOUNT> <OTP>

WE LOST A FRIEND!
UwU <URL> <PHONE> <RM_AMOUNT> <OTP>
```

```python
import random
import string

def generate_message():
    # Set up message placeholders
    placeholders = {
        ""URL"": ""https://www.example.com"",
        ""PHONE"": ""+60123456789"",
        ""RM_AMOUNT"": ""0.00"",
        ""OTP"": ""OTP12345""
    }

    # Generate random words
    words = [""Dude"", ""Wanna"", ""Get"", ""Some"", ""Money"", ""Now""]

    # Randomly select 5 words and generate a message
    message = """"
    for _ in range(5):
        message += random.choice(words",benign,SeaLLM-v3-1.5B-Chat,40,Medium
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","```
Kategori: Account_Alert
Bahasa: Bahasa Melayu (Formal - Govt/Bank style)
Nada: Professional/Formal
Teknik: Typos (Realistic typing errors)
Platform: WhatsApp (Longer, formatting allowed)
Konteks: Security or account alert from a service: login notification, password change confirmation, transaction approval request.

Saya dari Bank Negara Malaysia. Akun anda sedang dipantau. Transfer duit ke akaun selamat ini untuk mengelakkan pemakaian dan dugaan pembunuhan.
```",benign,SeaLLM-v3-1.5B-Chat,42,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Hey @username, remember to check your bank accounts regularly and monitor your transactions for any suspicious activities. Don't forget to use your Touch n Go or Shopee cards for safe transactions. If you need assistance or have any questions, feel free to contact us at 11111 or visit our website at www.example.com. Have a great day, #StaySafe #MalaysiaLestari""",benign,SeaLLM-v3-1.5B-Chat,108,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"`:smileys: Congratulations! Your account balance has been updated: RM1000.
:moneybag: Your account has been successfully verified. Thank you for your loyalty.`",benign,SeaLLM-v3-1.5B-Chat,13,Low
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
W.h.a.t.s.A.p.p

Choking Flood: Malaysia Charity Donations
[Channel ID]: @MalaysiaCharity_Channel

Attention! No Action Required!
<URL>
<PHONE>
<RM_AMOUNT> RM
<OTP>

Please send <URL> to your registered mobile number, <PHONE>, to claim your donation.
```",benign,SeaLLM-v3-1.5B-Chat,51,Low
Charity_Donation,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
W.h.a.t.s.A.p.p <URL> <PHONE> <RM_AMOUNT> L ink @ <URL>
```",benign,SeaLLM-v3-1.5B-Chat,86,Low
Charity_Donation,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","Salam sejahtera,

Saya ingin memperkenalkan satu kegiatan kepada semua yang berminat untuk memberi manfaat kepada masyarakat dengan cara menyalurkan sumbangan kepada LHDN. LHDN adalah sebuah badan yang bertanggungjawab untuk melaksanakan program-program kebajikan dan memberikan sokongan kepada masyarakat yang memerlukan. 

Sebagai sebahagian daripada program kebajikan mereka, LHDN mengadakan aktiviti donasi terhad kepada kebajikan Malaysia yang mempunyai umur panjang. Anda boleh memberikan sumbangan anda sebanyak yang anda boleh, dan segala sumbangan tersebut akan digunakan untuk mendukung kebajikan dan masyarakat yang memerlukan.

Untuk membuat sumb",benign,SeaLLM-v3-1.5B-Chat,54,Medium
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Typos (Realistic typing errors),SMS (Short <160 chars),"```
[Your Name] has an appointment in your clinic on <DATE> at <TIME> (location: <LOCATION>). Reminder.

<URL>
Please check in on <PHONE> (RM <RM_AMOUNT> for OTP). Thanks.

<OTP>
```",benign,SeaLLM-v3-1.5B-Chat,46,Low
Account_Alert,English (Malaysian Standard),Professional/Formal,Typos (Realistic typing errors),SMS (Short <160 chars),"""Hello, welcome to our platform! We have a transaction approval request from Maybank. Please find the details below: <URL> for sale? (RM0.00) - click <PHONE> to view details. Transaction ID: [OTP]. Thank you for your cooperation.""",benign,SeaLLM-v3-1.5B-Chat,8,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Professional/Formal,Clean (Perfect grammar),Telegram (Group invite style),"""Reminder for appointment at <URL> on <DATE> at <TIME> in clinic. Location: <LOCATION>. Please note, please check OTP from <PHONE> for confirmation.""",benign,SeaLLM-v3-1.5B-Chat,83,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
Apologies, you are logged in already! Please go to your account details to confirm your login.
```",benign,SeaLLM-v3-1.5B-Chat,109,Medium
Marketing_Promo,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""RM0 *Your name*, This system turns every $1 into $18: https://goo.gl/Xl32J0""",benign,SeaLLM-v3-1.5B-Chat,79,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),Typos (Realistic typing errors),SMS (Short <160 chars),"```
Dear [Name],

Hey [Name],

As a valued customer of Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, Shopee, Grab, please be advised that [advertise benefit or relevant information here]. Enjoy your shopping or commute with confidence.

Kind regards,
[Your Name]
[Your Job Title]
Maybank
```",benign,SeaLLM-v3-1.5B-Chat,72,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Hey <USERNAME>, nice to see you. Your appointment is at 12:00 PM at the clinic located at <URL>. Please remember to bring your identification and <RM_AMOUNT>. If you have any queries, you can reach out to us at <PHONE>. We appreciate your visit and trust you will have a smooth experience. #AppointmentReminder #Maybank #CIMB #LHDN #KWSP #TouchnGo #J&T #PDRM #Shopee #Grab""
```json
{
  ""recipient"": ""<USERNAME>"",
  ""body"": ""Hey <USERNAME>, nice to see you. Your appointment is at 12:00 PM at the clinic located at <URL>. Please remember to bring your identification and <RM_AMOUNT>. If you have any queries, you can reach out to us at <PHONE>. We appreciate your visit",benign,SeaLLM-v3-1.5B-Chat,44,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Neutral/Informative,Typos (Realistic typing errors),SMS (Short <160 chars),"```
Kategori: Appointment Reminder
Bahasa: Chinese (Simplified) - Malaysian context
Nada: Neutral/Informative
Teknik: Typos (Realistic typing errors)
Platform: SMS (Short <160 chars)
Konteks: Reminder for appointments (clinic, dentist, service centre). Often includes date, time, location.
```",benign,SeaLLM-v3-1.5B-Chat,109,Low
Appointment_Reminder,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```plaintext
Chai la 18-01-2023
3:00 PM
Clinic 2321, Jalan Gombak, Seksyen 10
RM 1000
@WONG TEH JIAN

Chai la 18-01-2023
3:00 PM
Clinic 2321, Jalan Gombak, Seksyen 10
RM 1000
@WONG TEH JIAN
```",benign,SeaLLM-v3-1.5B-Chat,88,Low
Educational_Info,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","""Dear Friend, Let's Talk about Getting an Online Banking Account with Maybank. You can use CIMB's account if you prefer. Enjoy the competition and also, save RM500 in 30 days using Touch n Go card. This promotion is limited to 300 lucky winners. Head to the website <URL> to find out more. And remember, it's free to join, just <PHONE> and don't forget to provide the OTP. Good luck, Cheers, From the KWSP. 🎉🎉🎉""",benign,SeaLLM-v3-1.5B-Chat,72,Medium
Charity_Donation,English (Malaysian Standard),Neutral/Informative,Typos (Realistic typing errors),Telegram (Group invite style),"```
WhatsApp: Hello, this is a charity donation message. Please donate RM50 to help the needy. Contact 012-345-6789 for further information. Thank you.
```",benign,SeaLLM-v3-1.5B-Chat,66,Low
Account_Alert,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"""Hi, this is a remote job. From the JB above, we do not post this to limit the number of candidates, so we are only reaching out to potential candidates. Thanks for your time. 😊""",benign,SeaLLM-v3-1.5B-Chat,81,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,Typos (Realistic typing errors),SMS (Short <160 chars),*Last reminder before clinic appointment:*,benign,SeaLLM-v3-1.5B-Chat,83,Low
Marketing_Promo,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Hello [Nama Pelanggan],

Tee hee! We're so glad to hear that you're with us. So, we've got an awesome promotion for you. From now on, you can enjoy a 10% discount on all your purchases at Shopee and GrabFood. Plus, you'll get a grabfood voucher worth RM50 when you spend RM200.

If you're an existing customer of CIMB, Touch n Go, or LHDN, you'll be glad to know that we're offering you a cashback of 2% on all your purchases. And, we're also giving away a touch n go gift card worth RM50 for every customer who spends RM1,000.

So, don't forget to tell your family and friends about these amazing deals. And don't forget to visit us at the nearest May",benign,SeaLLM-v3-1.5B-Chat,8,Low
Official_Notification,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"```
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusiastic (promotions)
Typos (Realistic typing errors)
Exciting/Enthusi",benign,SeaLLM-v3-1.5B-Chat,93,Medium
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,Clean (Perfect grammar),SMS (Short <160 chars),"```
MAXIS
- Your reward points will expire soon. Redeem now at [URL] before 24 hours.
```",benign,SeaLLM-v3-1.5B-Chat,7,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"""W.h.a.t.s.A.p.p? Hello, I am not sure if you want to receive money. Can you please confirm if you wish to proceed with the transaction?""",benign,SeaLLM-v3-1.5B-Chat,82,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
03/03/2023 00:00:00 WAT 2506701336762200
03/03/2023 00:00:00 WAT 2506701336762200
03/03/2023 00:00:00 WAT 2506701336762200
03/03/2023 00:00:00 WAT 2506701336762200
03/03/2023 00:00:00 WAT",benign,SeaLLM-v3-1.5B-Chat,104,Medium
Account_Alert,English (Malaysian Standard),Professional/Formal,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","```
Hi [User's Name],

Welcome back to our platform! We have reviewed your account and found no suspicious activities.

If you have any questions or concerns, feel free to contact us.

Thank you for choosing our service.

Best regards,
[Your Name]
[Your Job Title]
[Your Company]
[Your Email]
[Your Phone Number]
[Your URL]
```",benign,SeaLLM-v3-1.5B-Chat,39,Low
Delivery_Update,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Calm/Reassuring (alerts),Clean (Perfect grammar),SMS (Short <160 chars),[SBM] 100.00 RM was paid to Lazada.,benign,SeaLLM-v3-1.5B-Chat,53,Low
Educational_Info,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"```
RM0: You have requested to purchase SHAREit and Pay Via Digi. RM162.00 will be charged. Send CODA [CODE] to 20000 to complete your purchase.
RM1: Thank you for your query. For further assistance, please refer to [URL] / [PHONE]. We're here to help!
```",benign,SeaLLM-v3-1.5B-Chat,103,Medium
Account_Alert,English (Malaysian Standard),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
W.h.a.t.s.A.p.p: What should I do now?
Link: <URL>
@L ink: <LINK>
L TTS: What should I do now?
Whatsapp: What should I do now?
Whatsapp: I've received a login notification.
Whatsapp: <URL>
Whatsapp: <PHONE>
Whatsapp: <RM_AMOUNT>
Whatsapp: <OTP>
```
Karena Malaysia mengikuti sistem pendidikan 12 tahun, Ia akan dianggap sebagai penipuan / mencuri jika digunakan dengan cara yang tidak benar. Untuk menghindari konsekuensi hukum dan kehilangan akses ke layanan tersebut, disarankan untuk melanjutkan dengan cara yang benar dan berhati-hati.",benign,SeaLLM-v3-1.5B-Chat,1,Low
Charity_Donation,English (Malaysian Standard),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
U W0N PR1ZE, RM1OOO
SMS: [PHONE]
```",benign,SeaLLM-v3-1.5B-Chat,26,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","Sukses, RM100.00 telah disimpan. Bolehkah saya menitikkan?

Output mesej senyap (tanpa penerangan tambahan): 
Sukses, RM100.00 telah disimpan. Bolehkah saya menitikkan?",benign,SeaLLM-v3-1.5B-Chat,54,Low
